,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,review_score
9093,France,Mobile,Social Media,Credit Card,Beauty,367,1,48.29,43.0,2,0.01,718.6,5,0,0,0,5.0
9094,Belgium,Mobile,Paid Ads,Debit Card,Home & Kitchen,100,0,19.21,14.43,1,0.05,645.2,5,0,0,0,4.0
9095,Belgium,Mobile,Organic Search,Klarna,Garden,458,3,66.2,29.88,5,0.1,421.3,3,0,0,0,4.3
9096,Spain,Mobile,Direct,Debit Card,Sports,219,0,57.38,61.07,8,0.14,187.2,3,0,0,0,4.4
9097,Italy,Desktop,Organic Search,PayPal,Sports,299,3,17.25,8.92,2,0.04,376.2,3,0,0,0,4.8
9098,Spain,Tablet,Direct,Debit Card,Fashion,82,0,35.06,29.76,5,0.13,356.5,4,0,0,0,5.0
9099,Spain,Mobile,Social Media,Debit Card,Garden,818,3,34.15,30.46,3,0.13,729.6,4,0,0,0,4.9
9100,Germany,Desktop,Direct,Debit Card,Pet Supplies,319,1,25.46,41.09,3,0.19,547.3,5,0,0,0,4.3
9101,Netherlands,Mobile,Paid Ads,Credit Card,Toys,231,1,25.82,10.33,2,0.2,82.7,3,0,0,0,4.4
9102,Spain,Mobile,Organic Search,Debit Card,Fashion,383,2,48.89,69.5,1,0.32,458.4,4,0,1,0,4.0
9103,Netherlands,Mobile,Paid Ads,Credit Card,Garden,213,2,70.92,40.61,1,0.03,346.1,4,0,0,0,4.9
9105,Italy,Desktop,Direct,Credit Card,Electronics,654,3,79.62,180.45,2,0.1,219.3,4,0,0,0,5.0
9106,Turkey,Desktop,Paid Ads,Credit Card,Toys,423,4,113.12,43.34,1,0.02,232.5,3,0,0,0,4.3
9107,Netherlands,Mobile,Marketplace,Debit Card,Pet Supplies,314,2,48.84,30.03,1,0.13,99.4,4,0,1,0,4.5
9108,Poland,Mobile,Social Media,Klarna,Pet Supplies,218,0,50.95,14.77,6,0.07,312.6,3,0,0,0,4.5
9109,France,Desktop,Organic Search,Debit Card,Toys,368,1,57.35,56.0,1,0.0,480.0,3,0,0,0,4.0
9110,France,Desktop,Marketplace,Debit Card,Home & Kitchen,199,1,47.99,55.2,7,0.32,317.4,6,1,0,0,3.6
9111,France,Mobile,Social Media,Credit Card,Beauty,319,5,39.73,10.33,6,0.43,209.5,2,0,0,0,4.7
9112,Belgium,Desktop,Email,PayPal,Sports,152,0,42.62,62.71,1,0.07,290.6,4,0,0,0,4.7
9113,Turkey,Mobile,Organic Search,Credit Card,Electronics,321,3,32.76,74.21,2,0.33,433.7,5,0,0,0,4.1
9114,France,Desktop,Organic Search,PayPal,Toys,584,6,98.0,86.29,1,0.35,301.1,3,0,0,0,4.6
9115,Poland,Desktop,Direct,Gift Card,Garden,441,3,46.65,77.64,1,0.05,147.7,3,0,0,0,5.0
9116,Turkey,Mobile,Marketplace,PayPal,Home & Kitchen,137,0,90.31,242.05,3,0.04,894.0,4,0,0,0,4.9
9118,Netherlands,Mobile,Social Media,Credit Card,Electronics,196,0,39.9,68.37,4,0.28,156.2,3,0,0,0,4.7
9119,Poland,Desktop,Organic Search,Credit Card,Electronics,398,2,30.39,63.57,4,0.15,177.1,3,0,0,0,4.4
9120,Netherlands,Tablet,Social Media,PayPal,Home & Kitchen,282,0,68.01,63.77,1,0.24,415.9,4,0,0,0,4.1
9121,Poland,Mobile,Marketplace,Debit Card,Garden,464,4,16.05,25.68,1,0.02,1324.9,6,1,0,0,3.3
9122,Germany,Mobile,Direct,Debit Card,Electronics,1575,5,38.55,163.02,3,0.16,576.5,5,0,0,0,4.9
9123,France,Desktop,Email,Klarna,Fashion,476,0,46.89,12.97,1,0.14,592.7,4,0,0,1,4.9
9124,Belgium,Desktop,Marketplace,Debit Card,Fashion,363,4,11.31,9.1,1,0.29,352.9,4,0,0,0,3.4
9126,Spain,Mobile,Direct,Credit Card,Beauty,278,0,11.71,19.81,1,0.08,636.5,3,0,1,0,4.8
9127,France,Desktop,Paid Ads,Credit Card,Fashion,249,1,93.28,93.53,3,0.42,704.4,4,0,0,1,4.9
9128,Netherlands,Desktop,Paid Ads,Debit Card,Toys,100,0,52.9,22.32,2,0.3,752.1,5,0,0,0,4.2
9129,Turkey,Desktop,Paid Ads,Bank Transfer,Home & Kitchen,107,0,21.87,27.09,2,0.14,355.6,4,0,0,0,3.5
9130,Belgium,Mobile,Marketplace,Credit Card,Garden,245,2,119.18,219.91,1,0.24,750.9,5,0,0,0,2.3
9131,Spain,Mobile,Direct,Bank Transfer,Home & Kitchen,265,0,90.06,79.69,1,0.02,177.2,4,0,0,0,4.2
9132,Netherlands,Mobile,Social Media,Credit Card,Electronics,216,2,139.23,201.43,2,0.08,118.9,5,0,0,0,4.3
9133,Spain,Desktop,Paid Ads,Credit Card,Beauty,696,2,51.14,26.75,3,0.24,152.6,4,0,0,0,4.2
9134,Netherlands,Mobile,Direct,Klarna,Fashion,521,4,17.31,17.03,1,0.1,109.2,4,0,0,0,4.6
9135,Belgium,Mobile,Marketplace,Klarna,Beauty,416,0,183.66,105.11,4,0.12,431.3,6,1,1,0,4.2
9136,Netherlands,Tablet,Direct,Bank Transfer,Garden,859,8,56.0,67.78,7,0.02,323.1,5,0,0,0,4.7
9137,France,Tablet,Social Media,Debit Card,Toys,428,2,34.57,40.29,1,0.01,257.0,1,0,0,0,3.0
9138,France,Desktop,Social Media,Credit Card,Home & Kitchen,467,0,17.11,11.29,1,0.11,697.6,5,0,0,0,4.6
9139,Belgium,Mobile,Paid Ads,Credit Card,Fashion,115,1,58.53,82.5,1,0.17,301.5,4,0,0,1,4.2
9140,Poland,Mobile,Paid Ads,Bank Transfer,Beauty,412,3,36.86,16.61,8,0.14,861.0,4,0,0,1,5.0
9141,Spain,Mobile,Social Media,Debit Card,Pet Supplies,342,1,31.72,10.51,1,0.23,358.5,3,0,0,0,4.2
9142,Netherlands,Mobile,Social Media,Debit Card,Beauty,1262,7,46.98,35.33,1,0.18,607.9,5,0,0,0,4.3
9143,Netherlands,Desktop,Paid Ads,PayPal,Beauty,365,1,46.65,20.53,3,0.0,644.6,4,0,0,0,4.9
9144,Germany,Mobile,Social Media,Credit Card,Toys,534,7,117.27,44.99,1,0.11,731.9,4,0,0,0,4.4
9145,Spain,Mobile,Direct,Debit Card,Home & Kitchen,455,4,114.53,110.13,1,0.02,235.8,4,0,0,0,4.3
9146,Netherlands,Desktop,Email,Debit Card,Fashion,419,5,25.54,16.46,6,0.02,86.6,3,0,0,0,4.1
9147,Italy,Tablet,Organic Search,Debit Card,Beauty,74,0,57.25,45.99,1,0.4,367.2,4,0,1,1,3.7
9148,Turkey,Mobile,Social Media,Debit Card,Pet Supplies,629,3,69.57,19.35,2,0.16,190.3,4,0,0,0,5.0
9149,Belgium,Mobile,Email,Debit Card,Pet Supplies,138,2,30.97,18.08,1,0.02,389.3,4,0,0,0,5.0
9150,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,559,1,26.14,23.29,4,0.12,187.0,3,0,0,0,4.9
9151,Netherlands,Desktop,Organic Search,Credit Card,Fashion,259,1,49.89,110.1,1,0.27,611.8,5,0,0,0,4.4
9152,France,Desktop,Social Media,Credit Card,Garden,363,2,47.17,45.62,1,0.21,138.9,3,0,0,0,4.7
9153,Netherlands,Mobile,Marketplace,PayPal,Garden,122,1,50.59,84.52,2,0.13,336.6,3,0,0,0,4.6
9154,Netherlands,Mobile,Social Media,Debit Card,Electronics,754,6,38.12,66.06,1,0.11,272.5,5,0,0,0,4.3
9156,Spain,Desktop,Organic Search,PayPal,Fashion,785,3,18.43,18.47,1,0.17,113.5,4,0,0,0,4.5
9157,Poland,Tablet,Paid Ads,Credit Card,Sports,430,2,41.95,48.54,1,0.07,185.3,3,0,0,0,4.7
9158,Spain,Mobile,Paid Ads,Credit Card,Electronics,312,0,19.53,48.65,1,0.23,386.8,4,0,0,0,4.8
9159,France,Mobile,Paid Ads,PayPal,Garden,421,2,51.06,27.63,5,0.18,383.2,4,0,0,1,4.3
9160,Poland,Mobile,Direct,Credit Card,Electronics,7,0,27.65,49.31,7,0.15,220.5,5,0,0,0,4.7
9161,Belgium,Desktop,Direct,Debit Card,Home & Kitchen,620,3,148.63,292.49,1,0.01,629.4,5,0,0,0,4.2
9162,Netherlands,Mobile,Direct,Klarna,Garden,380,0,36.17,44.37,1,0.04,315.3,4,0,0,0,4.3
9163,Netherlands,Mobile,Organic Search,Credit Card,Electronics,318,3,76.71,191.29,1,0.11,403.6,4,0,0,0,5.0
9164,Belgium,Desktop,Paid Ads,Credit Card,Beauty,342,1,36.95,22.38,6,0.16,255.5,4,0,0,0,4.1
9165,Spain,Desktop,Organic Search,Credit Card,Home & Kitchen,422,2,56.14,58.47,4,0.1,5.8,4,0,0,0,4.0
9166,Netherlands,Desktop,Marketplace,Credit Card,Garden,377,1,48.98,40.37,1,0.14,307.0,4,0,0,0,4.5
9167,Spain,Mobile,Social Media,Debit Card,Electronics,354,2,12.33,32.44,1,0.33,564.0,5,0,0,0,3.4
9168,Italy,Desktop,Direct,Klarna,Home & Kitchen,79,1,67.16,77.06,1,0.02,328.6,4,0,0,0,4.4
9169,Netherlands,Desktop,Social Media,Debit Card,Home & Kitchen,828,1,29.34,17.09,6,0.02,451.7,5,0,0,0,5.0
9170,Netherlands,Mobile,Social Media,PayPal,Electronics,573,2,22.39,32.79,2,0.45,1052.1,5,0,0,0,4.7
9171,Netherlands,Mobile,Social Media,Debit Card,Toys,612,3,54.66,42.41,1,0.3,644.9,5,0,0,0,4.9
9172,Germany,Desktop,Organic Search,Credit Card,Home & Kitchen,559,1,43.29,50.58,1,0.25,581.1,4,0,0,0,4.7
9173,Germany,Mobile,Organic Search,Credit Card,Beauty,88,0,25.49,13.24,1,0.03,610.5,5,0,1,0,4.0
9174,Turkey,Mobile,Paid Ads,Klarna,Fashion,610,2,18.36,21.55,3,0.09,499.6,5,0,0,0,4.5
9175,Italy,Mobile,Direct,Klarna,Fashion,321,4,59.08,12.95,2,0.15,140.9,5,0,0,0,2.6
9176,Spain,Mobile,Email,Credit Card,Electronics,277,1,41.97,32.52,1,0.02,28.8,3,0,0,0,4.8
9177,Netherlands,Tablet,Social Media,Credit Card,Beauty,233,1,24.7,20.57,6,0.47,765.4,5,0,0,0,5.0
9178,Turkey,Mobile,Social Media,Debit Card,Home & Kitchen,295,2,57.47,49.55,2,0.03,561.4,5,0,0,0,4.7
9179,Belgium,Mobile,Marketplace,Debit Card,Electronics,127,0,55.23,161.53,2,0.01,505.4,5,0,0,0,4.7
9180,France,Mobile,Social Media,Debit Card,Electronics,389,4,36.51,99.39,5,0.1,631.1,5,0,0,0,4.9
9181,Netherlands,Desktop,Organic Search,Gift Card,Home & Kitchen,204,2,50.4,54.35,1,0.04,313.0,4,0,0,0,4.4
9182,France,Mobile,Marketplace,Credit Card,Home & Kitchen,124,0,65.59,70.19,2,0.15,262.3,3,0,0,0,4.8
9183,Poland,Mobile,Direct,Debit Card,Toys,371,0,63.55,41.3,3,0.16,828.0,7,0,1,0,5.0
9184,Netherlands,Mobile,Direct,Gift Card,Fashion,653,5,38.75,23.99,4,0.28,232.9,2,0,0,0,3.6
9185,Turkey,Mobile,Paid Ads,Debit Card,Sports,225,4,136.08,258.65,1,0.09,629.9,4,0,0,0,4.6
9186,Netherlands,Mobile,Organic Search,Klarna,Garden,82,0,25.26,14.21,3,0.18,572.5,4,0,0,0,5.0
9187,Turkey,Mobile,Direct,Credit Card,Pet Supplies,883,3,105.69,132.78,5,0.09,771.5,6,0,0,0,4.5
9188,Germany,Mobile,Direct,Credit Card,Electronics,432,1,48.77,113.06,3,0.26,487.5,4,0,1,0,3.3
9189,Netherlands,Desktop,Paid Ads,Debit Card,Garden,224,0,45.13,34.32,1,0.14,170.3,4,0,0,0,4.6
9190,Spain,Mobile,Organic Search,Bank Transfer,Fashion,194,2,72.62,48.83,2,0.1,491.3,4,0,0,0,4.4
9191,Netherlands,Mobile,Social Media,PayPal,Beauty,178,0,43.9,13.71,1,0.18,858.6,4,0,0,0,5.0
9192,Belgium,Mobile,Marketplace,Credit Card,Home & Kitchen,126,0,45.57,80.54,2,0.12,270.0,3,0,0,0,4.1
9193,Netherlands,Mobile,Social Media,PayPal,Garden,474,3,48.07,56.32,5,0.65,287.1,5,0,0,0,4.3
9194,Belgium,Mobile,Marketplace,Credit Card,Electronics,716,1,117.44,557.85,1,0.01,439.8,4,0,0,0,3.2
9195,France,Mobile,Social Media,Debit Card,Toys,215,2,86.81,34.03,2,0.07,614.8,4,0,0,0,4.0
9196,Netherlands,Mobile,Social Media,Credit Card,Beauty,216,2,61.48,35.06,2,0.07,530.8,3,0,0,0,4.5
9197,Germany,Desktop,Email,Credit Card,Home & Kitchen,128,0,99.74,126.7,2,0.25,232.8,3,0,0,0,4.7
9198,France,Desktop,Organic Search,Debit Card,Home & Kitchen,116,2,63.77,114.31,2,0.13,344.6,5,0,0,0,4.8
9199,Italy,Mobile,Organic Search,Klarna,Beauty,1037,8,74.43,49.94,4,0.04,247.7,3,0,0,0,3.9
9200,Belgium,Mobile,Direct,Credit Card,Electronics,296,2,29.6,55.32,1,0.02,588.8,4,0,0,0,4.1
9201,Netherlands,Mobile,Social Media,PayPal,Home & Kitchen,372,2,51.4,80.19,1,0.12,232.9,3,0,0,0,5.0
9202,Germany,Tablet,Email,Debit Card,Home & Kitchen,482,3,20.29,29.78,1,0.39,35.6,3,0,0,0,3.7
9203,Netherlands,Mobile,Paid Ads,PayPal,Pet Supplies,278,0,58.24,83.29,2,0.2,832.3,3,0,0,0,3.6
9204,France,Mobile,Direct,Credit Card,Electronics,358,2,83.78,140.12,5,0.07,454.9,5,0,0,0,4.1
9205,Netherlands,Mobile,Social Media,Debit Card,Toys,273,2,28.09,26.67,2,0.09,219.4,3,0,0,0,4.6
9206,Poland,Mobile,Direct,Credit Card,Garden,599,1,41.08,91.14,2,0.09,447.4,5,0,0,0,4.6
9207,Belgium,Mobile,Marketplace,Credit Card,Sports,548,3,53.77,64.18,5,0.05,582.0,5,0,0,0,3.9
9208,Germany,Mobile,Social Media,Credit Card,Fashion,147,0,31.82,35.5,1,0.08,128.3,2,0,0,0,4.5
9209,Belgium,Tablet,Organic Search,Credit Card,Home & Kitchen,903,5,32.17,41.94,1,0.18,99.5,4,0,0,0,4.9
9210,France,Mobile,Social Media,PayPal,Toys,219,1,38.31,32.25,1,0.02,391.9,5,0,0,0,4.6
9211,Spain,Mobile,Organic Search,Debit Card,Home & Kitchen,164,1,48.35,48.84,2,0.19,219.9,3,0,0,0,3.4
9212,France,Tablet,Social Media,Credit Card,Home & Kitchen,278,1,31.53,36.88,5,0.08,229.0,3,0,0,0,4.8
9213,Poland,Tablet,Paid Ads,PayPal,Home & Kitchen,684,0,41.18,91.42,7,0.1,385.8,4,0,0,0,4.8
9214,France,Desktop,Email,Credit Card,Home & Kitchen,369,4,64.68,46.68,1,0.11,350.0,4,0,0,0,3.6
9215,Belgium,Desktop,Organic Search,Credit Card,Home & Kitchen,170,1,118.95,338.63,1,0.15,570.0,4,0,0,0,4.1
9216,Netherlands,Tablet,Direct,PayPal,Toys,161,2,39.92,75.32,3,0.24,388.9,3,0,0,0,4.2
9217,Italy,Mobile,Organic Search,Debit Card,Fashion,826,5,31.16,46.98,4,0.08,174.0,4,0,0,0,4.4
9218,Germany,Mobile,Marketplace,Gift Card,Home & Kitchen,91,1,45.58,29.33,4,0.05,662.1,4,0,0,0,4.8
9219,Germany,Desktop,Organic Search,PayPal,Electronics,944,6,10.73,21.46,4,0.03,336.2,3,0,0,0,4.7
9220,France,Mobile,Organic Search,Credit Card,Fashion,666,2,38.77,21.6,1,0.07,520.0,4,0,0,0,4.5
9221,Belgium,Mobile,Organic Search,Klarna,Pet Supplies,487,3,17.18,13.53,1,0.35,174.9,4,0,0,1,4.7
9222,Netherlands,Tablet,Social Media,Credit Card,Sports,690,3,18.6,27.44,1,0.05,387.8,3,0,0,0,3.9
9223,Netherlands,Mobile,Email,PayPal,Sports,830,4,47.83,32.38,2,0.01,585.0,6,0,0,0,4.3
9224,Belgium,Desktop,Paid Ads,PayPal,Home & Kitchen,98,0,59.15,96.94,1,0.14,387.7,3,0,0,0,5.0
9225,Netherlands,Mobile,Organic Search,Credit Card,Beauty,161,4,45.36,45.0,1,0.14,11.2,4,0,0,0,4.3
9226,Poland,Tablet,Paid Ads,Bank Transfer,Electronics,218,1,60.97,127.12,1,0.17,413.4,3,0,0,0,4.5
9227,Netherlands,Mobile,Direct,Debit Card,Toys,320,6,39.3,44.17,1,0.17,277.8,4,0,0,0,4.9
9228,Spain,Mobile,Direct,Debit Card,Pet Supplies,40,0,72.86,42.92,4,0.11,830.8,4,0,0,0,5.0
9230,Netherlands,Mobile,Paid Ads,PayPal,Electronics,171,1,107.36,325.77,1,0.19,534.3,3,0,0,0,4.2
9231,Netherlands,Mobile,Social Media,PayPal,Home & Kitchen,121,0,24.71,35.42,3,0.19,273.4,3,0,0,0,4.2
9232,Germany,Mobile,Marketplace,Bank Transfer,Sports,47,0,47.41,47.0,1,0.16,378.1,4,0,0,0,4.4
9234,Poland,Mobile,Organic Search,Bank Transfer,Home & Kitchen,270,3,32.06,47.77,1,0.28,230.0,4,0,0,0,4.8
9235,Germany,Mobile,Paid Ads,Gift Card,Sports,114,1,59.02,35.46,1,0.21,496.6,4,0,0,1,5.0
9236,Netherlands,Mobile,Paid Ads,Klarna,Sports,70,0,18.24,17.19,3,0.09,1098.6,5,0,1,0,4.2
9237,Italy,Mobile,Social Media,Debit Card,Home & Kitchen,652,1,32.68,29.83,2,0.03,306.0,4,0,0,0,5.0
9238,France,Mobile,Social Media,Bank Transfer,Garden,82,0,37.4,22.38,1,0.27,865.9,4,0,0,0,4.9
9239,Netherlands,Mobile,Organic Search,Credit Card,Fashion,230,4,34.63,91.97,1,0.22,548.3,4,0,0,0,4.1
9240,Belgium,Mobile,Marketplace,Credit Card,Fashion,383,1,36.82,34.92,1,0.11,158.4,3,0,0,0,5.0
9241,Belgium,Tablet,Paid Ads,Debit Card,Home & Kitchen,245,2,45.3,39.03,3,0.01,85.3,3,0,0,0,4.6
9242,Netherlands,Mobile,Social Media,PayPal,Garden,493,3,34.46,76.73,1,0.13,137.2,3,0,0,0,5.0
9243,Netherlands,Mobile,Organic Search,Klarna,Electronics,60,0,33.95,69.55,1,0.07,903.8,6,1,0,0,3.5
9244,Belgium,Desktop,Social Media,Debit Card,Electronics,252,0,47.72,74.03,1,0.03,254.8,4,0,0,0,5.0
9245,Belgium,Mobile,Organic Search,Bank Transfer,Home & Kitchen,259,3,59.81,105.24,1,0.18,577.4,6,0,0,0,4.1
9246,Germany,Mobile,Direct,Credit Card,Electronics,299,1,25.62,44.4,1,0.01,663.6,5,0,0,0,4.5
9247,Netherlands,Mobile,Marketplace,Credit Card,Fashion,144,1,22.93,9.33,3,0.16,691.6,4,0,0,0,4.3
9248,Germany,Mobile,Direct,Klarna,Electronics,304,0,28.18,88.5,1,0.23,1001.3,5,0,0,0,5.0
9249,France,Mobile,Paid Ads,Credit Card,Electronics,445,4,32.65,84.48,3,0.03,419.5,5,0,0,0,4.6
9250,Germany,Mobile,Social Media,Credit Card,Home & Kitchen,232,2,51.74,80.12,2,0.19,343.5,4,0,0,0,4.2
9251,Netherlands,Mobile,Direct,Credit Card,Electronics,1007,5,44.28,222.44,1,0.33,472.4,4,0,0,0,4.9
9252,France,Desktop,Social Media,Bank Transfer,Electronics,779,10,38.68,50.85,2,0.19,669.8,4,0,0,0,5.0
9253,Belgium,Mobile,Social Media,Debit Card,Electronics,498,4,213.6,544.69,1,0.27,85.6,3,0,0,0,4.4
9254,Italy,Desktop,Paid Ads,PayPal,Beauty,227,0,46.98,30.02,1,0.47,464.8,3,0,0,0,4.1
9255,Belgium,Mobile,Direct,PayPal,Garden,579,1,48.43,51.04,1,0.1,385.6,3,0,0,0,4.7
9256,Belgium,Desktop,Organic Search,Credit Card,Toys,211,1,18.43,6.63,1,0.02,693.7,3,0,0,0,4.3
9257,Turkey,Mobile,Paid Ads,Credit Card,Garden,365,1,61.75,108.75,1,0.06,211.0,3,0,0,0,5.0
9258,Turkey,Mobile,Social Media,Gift Card,Electronics,59,0,35.28,89.08,2,0.21,144.6,4,0,0,0,3.8
9259,Spain,Mobile,Marketplace,PayPal,Garden,63,0,67.3,100.97,3,0.09,124.7,4,0,0,0,4.4
9261,Spain,Mobile,Social Media,Credit Card,Fashion,673,9,41.01,42.29,3,0.09,404.0,4,0,0,0,4.0
9262,Netherlands,Tablet,Organic Search,Credit Card,Home & Kitchen,688,4,37.45,33.45,2,0.1,177.6,3,0,0,0,4.5
9263,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,194,1,59.59,92.32,5,0.26,336.6,4,0,0,0,3.9
9264,Germany,Mobile,Organic Search,Debit Card,Sports,150,1,32.56,17.46,7,0.01,229.2,3,0,0,0,5.0
9265,Spain,Mobile,Direct,Credit Card,Sports,254,1,53.77,36.95,1,0.06,748.7,5,0,0,0,5.0
9266,Spain,Mobile,Organic Search,Klarna,Toys,540,3,62.04,22.61,1,0.23,474.4,4,0,0,0,4.4
9267,Netherlands,Mobile,Social Media,PayPal,Garden,271,1,229.02,258.05,3,0.04,675.1,4,0,0,0,4.3
9268,Netherlands,Mobile,Direct,Klarna,Electronics,231,2,28.82,87.64,2,0.03,99.9,3,0,0,0,4.7
9269,Spain,Mobile,Marketplace,Gift Card,Electronics,237,3,37.59,55.79,1,0.05,130.5,3,0,0,0,4.1
9270,France,Mobile,Marketplace,PayPal,Garden,157,1,57.71,51.42,2,0.07,457.6,2,0,0,0,3.9
9271,Poland,Mobile,Organic Search,Debit Card,Electronics,279,0,40.53,84.64,2,0.03,1351.2,5,0,0,0,4.6
9272,Turkey,Mobile,Social Media,Credit Card,Toys,148,1,17.4,34.68,3,0.14,710.3,5,0,0,0,4.1
9273,Spain,Mobile,Social Media,Bank Transfer,Beauty,212,2,24.49,13.93,1,0.07,526.1,6,0,0,0,5.0
9275,Belgium,Tablet,Paid Ads,Gift Card,Fashion,381,2,46.06,39.7,1,0.05,213.5,3,0,0,0,5.0
9276,Belgium,Desktop,Social Media,Credit Card,Home & Kitchen,647,1,27.72,27.55,2,0.16,136.9,3,0,0,0,4.6
9277,Spain,Tablet,Paid Ads,Debit Card,Sports,406,1,31.99,39.09,1,0.2,447.7,4,0,0,0,4.7
9278,Germany,Desktop,Paid Ads,Gift Card,Fashion,72,0,82.9,106.22,4,0.24,824.2,5,0,0,0,4.7
9279,Italy,Desktop,Social Media,Credit Card,Sports,170,2,27.94,28.88,1,0.08,632.2,4,0,0,0,4.6
9281,Germany,Mobile,Organic Search,PayPal,Fashion,256,2,36.62,43.69,1,0.01,998.2,4,1,0,0,4.1
9282,Netherlands,Desktop,Paid Ads,Debit Card,Home & Kitchen,1186,8,36.88,36.84,1,0.14,253.3,4,0,0,0,5.0
9283,Italy,Mobile,Direct,Credit Card,Fashion,518,4,42.21,83.34,6,0.21,311.0,4,0,0,0,4.6
9284,Netherlands,Mobile,Email,Credit Card,Electronics,143,0,26.71,39.52,2,0.06,316.1,3,0,1,0,4.4
9285,Belgium,Desktop,Email,PayPal,Fashion,170,2,22.84,12.17,1,0.06,190.2,5,0,0,0,4.8
9286,Netherlands,Desktop,Organic Search,Credit Card,Electronics,182,0,91.49,242.65,1,0.09,1112.1,5,0,0,0,5.0
9287,Netherlands,Mobile,Paid Ads,Debit Card,Home & Kitchen,301,2,71.23,75.44,3,0.1,126.9,3,0,0,0,3.9
9288,Poland,Mobile,Organic Search,Credit Card,Home & Kitchen,83,0,47.46,54.99,1,0.11,305.0,3,0,0,0,5.0
9289,Spain,Mobile,Social Media,Credit Card,Toys,390,2,96.57,188.92,1,0.13,243.4,4,0,0,0,4.9
9290,Netherlands,Mobile,Organic Search,PayPal,Fashion,500,1,58.55,159.24,1,0.11,684.0,4,0,0,0,4.6
9291,France,Tablet,Direct,PayPal,Electronics,125,1,24.02,61.44,1,0.02,528.1,3,0,0,0,4.5
9292,Germany,Desktop,Direct,Credit Card,Fashion,390,2,27.53,27.94,8,0.07,502.4,4,0,0,0,4.6
9293,France,Mobile,Marketplace,Debit Card,Home & Kitchen,364,2,106.18,99.18,1,0.1,127.4,3,0,0,0,4.9
9294,Turkey,Mobile,Organic Search,Debit Card,Toys,157,1,18.21,13.35,3,0.21,363.5,4,0,0,0,4.9
9295,Belgium,Mobile,Direct,Debit Card,Sports,479,3,64.58,43.68,2,0.09,205.7,3,0,0,0,4.6
9296,France,Mobile,Direct,Credit Card,Sports,200,0,50.05,53.51,2,0.08,587.3,4,0,0,0,3.2
9297,Belgium,Desktop,Social Media,Credit Card,Home & Kitchen,301,3,66.7,53.5,2,0.13,1010.2,4,0,0,0,5.0
9298,Netherlands,Mobile,Paid Ads,PayPal,Fashion,246,0,40.22,26.51,1,0.05,717.2,6,0,0,0,5.0
9299,Germany,Desktop,Email,Klarna,Sports,141,1,39.91,59.31,1,0.1,325.5,5,0,1,0,4.1
9300,Spain,Mobile,Social Media,Debit Card,Home & Kitchen,287,0,76.41,127.09,4,0.08,91.6,3,0,0,0,4.6
9301,Spain,Mobile,Organic Search,Credit Card,Beauty,289,1,10.62,5.0,3,0.12,797.2,4,0,0,0,3.8
9302,Turkey,Mobile,Organic Search,PayPal,Pet Supplies,272,2,24.23,13.35,2,0.11,572.7,4,0,0,0,4.0
9303,Turkey,Mobile,Email,Debit Card,Home & Kitchen,435,8,31.16,33.07,2,0.1,493.8,5,0,1,0,4.8
9304,Germany,Desktop,Marketplace,PayPal,Sports,255,1,79.9,55.05,2,0.07,220.4,2,0,0,0,4.8
9305,Belgium,Mobile,Organic Search,Debit Card,Electronics,164,0,92.15,120.26,1,0.09,816.8,6,0,1,0,4.4
9306,Belgium,Mobile,Social Media,Debit Card,Pet Supplies,140,1,47.23,67.91,3,0.23,419.3,4,0,0,0,4.3
9307,Poland,Desktop,Direct,Klarna,Home & Kitchen,306,2,69.33,64.56,1,0.13,791.4,4,0,0,0,4.9
9308,Netherlands,Desktop,Organic Search,PayPal,Electronics,61,0,61.27,97.13,5,0.02,111.7,4,0,0,0,5.0
9311,Netherlands,Mobile,Organic Search,PayPal,Sports,120,0,47.44,46.21,2,0.02,472.2,5,0,0,1,5.0
9312,Netherlands,Mobile,Organic Search,Klarna,Home & Kitchen,607,6,42.99,84.72,7,0.01,398.7,3,0,0,0,3.5
9313,Netherlands,Desktop,Paid Ads,Credit Card,Sports,328,3,89.87,171.9,1,0.09,653.0,6,0,0,0,4.7
9314,Netherlands,Mobile,Social Media,PayPal,Garden,201,1,29.63,43.56,2,0.12,291.2,3,0,1,0,3.7
9315,Turkey,Desktop,Organic Search,Bank Transfer,Garden,115,0,68.16,93.9,4,0.19,206.7,2,0,0,0,4.8
9317,Netherlands,Mobile,Social Media,PayPal,Sports,556,2,52.78,71.86,1,0.2,109.1,3,0,0,0,4.7
9318,Belgium,Desktop,Organic Search,Debit Card,Home & Kitchen,300,0,34.55,54.62,4,0.13,279.8,4,0,0,0,4.3
9319,Spain,Desktop,Social Media,Klarna,Toys,303,1,46.86,52.71,1,0.03,121.6,4,0,0,0,4.4
9320,Germany,Desktop,Social Media,Credit Card,Home & Kitchen,320,4,23.33,33.78,1,0.28,321.3,3,0,0,0,4.1
9321,Italy,Mobile,Social Media,PayPal,Sports,268,1,41.96,71.91,1,0.24,340.7,4,0,0,0,4.8
9322,Germany,Desktop,Direct,Credit Card,Beauty,528,4,125.77,34.24,1,0.21,998.2,4,0,0,0,4.6
